TOWNSHIP_RANGE,YEAR,GSE_GWE
T06S R07E,2020,131.11777777777777
T06S R07E,2021,113.06400000000001
T06S R08E,2014,79.58521739130435
T06S R08E,2015,66.8474193548387
T06S R08E,2016,82.1351851851852
T06S R08E,2017,71.73571428571428
T06S R08E,2018,85.42645161290322
T06S R08E,2019,76.90733333333333
T06S R08E,2020,75.15033333333334
T06S R08E,2021,94.74238095238096
T06S R09E,2014,22.0
T06S R09E,2015,18.784166666666668
T06S R09E,2016,31.927
T06S R09E,2017,20.226428571428574
T06S R09E,2018,23.041
T06S R09E,2019,21.23
T06S R09E,2020,24.133
T06S R09E,2021,26.94454545454545
T06S R10E,2014,17.305555555555557
T06S R10E,2015,15.55642857142857
T06S R10E,2016,13.050714285714287
T06S R10E,2017,10.578823529411764
T06S R10E,2018,13.978571428571428
T06S R10E,2019,9.774000000000001
T06S R10E,2020,16.11
T06S R10E,2021,14.92764705882353
T06S R11E,2014,40.29230769230769
T06S R11E,2015,77.1634
T06S R11E,2016,45.69623076923077
T06S R11E,2017,43.073846153846155
T06S R11E,2018,53.74571428571428
T06S R11E,2019,72.4754705882353
T06S R11E,2020,80.31108333333333
T06S R11E,2021,60.05416666666667
T06S R12E,2014,84.81428571428572
T06S R12E,2015,140.07214285714286
T06S R12E,2016,117.03444444444443
T06S R12E,2017,143.41666666666666
T06S R12E,2018,111.53875
T06S R12E,2019,121.35176923076924
T06S R12E,2020,117.05422727272729
T06S R12E,2021,105.853
T06S R13E,2014,150.97166666666666
T06S R13E,2015,132.79579999999999
T06S R13E,2016,123.00284615384615
T06S R13E,2017,139.47058823529412
T06S R13E,2018,127.27125
T06S R13E,2019,108.251
T06S R13E,2020,108.73785714285714
T06S R13E,2021,108.19200000000001
T06S R14E,2014,109.29333333333334
T06S R14E,2015,82.6332
T06S R14E,2016,86.56320000000001
T06S R14E,2017,89.25
T06S R14E,2018,101.11846153846153
T06S R14E,2019,96.97999999999999
T06S R14E,2020,129.886875
T06S R14E,2021,115.63666666666666
T06S R15E,2014,79.0
T06S R15E,2015,71.63666666666667
T06S R15E,2016,105.90166666666669
T06S R15E,2017,88.60000000000001
T06S R15E,2018,103.06666666666666
T06S R15E,2019,107.53000000000002
T06S R15E,2020,104.10000000000001
T06S R15E,2021,104.25
T06S R16E,2014,139.4
T06S R16E,2015,65.4525
T06S R16E,2016,112.45
T06S R16E,2017,131.83333333333334
T06S R16E,2018,108.6
T06S R16E,2019,111.045
T06S R16E,2020,111.0
T06S R16E,2021,109.375
T07N R06E,2014,98.88181818181819
T07N R06E,2015,107.5
T07N R06E,2016,98.55
T07N R06E,2017,98.6
T07N R06E,2018,114.8
T07N R06E,2019,120.42
T07N R06E,2020,118.39999999999999
T07N R06E,2021,84.25
T07N R07E,2014,128.42844444444444
T07N R07E,2015,133.57733333333334
T07N R07E,2016,130.9688679245283
T07N R07E,2017,136.31378378378378
T07N R07E,2018,132.52878048780488
T07N R07E,2019,135.28133333333332
T07N R07E,2020,127.90666666666665
T07N R07E,2021,149.6170588235294
T07N R08E,2014,91.62666666666665
T07N R08E,2015,92.48666666666666
T07N R08E,2016,116.21176470588235
T07N R08E,2017,106.72307692307693
T07N R08E,2018,93.12222222222222
T07N R08E,2019,94.74545454545455
T07N R08E,2020,109.05
T07N R08E,2021,120.33
T07N R09E,2014,8.1
T07N R09E,2015,7.8
T07N R09E,2016,9.4
T07N R09E,2017,7.5
T07N R09E,2018,3.4000000000000004
T07N R09E,2019,1.9
T07N R09E,2020,15.15
T07N R09E,2021,7.5
T07S R07E,2014,182.13333333333333
T07S R07E,2015,132.625
T07S R07E,2016,72.5281818181818
T07S R07E,2017,140.26333333333332
T07S R07E,2018,155.828
T07S R07E,2019,131.48
T07S R07E,2020,113.23666666666666
T07S R07E,2021,124.28555555555555
T07S R08E,2014,74.499375
T07S R08E,2015,56.45604761904762
T07S R08E,2016,64.64263157894737
T07S R08E,2017,55.33440909090909
T07S R08E,2018,67.36056
T07S R08E,2019,59.27530769230769
T07S R08E,2020,54.60036363636364
T07S R08E,2021,66.3876923076923
T07S R09E,2014,30.233999999999998
T07S R09E,2015,35.394615384615385
T07S R09E,2016,32.456923076923076
T07S R09E,2017,27.764375
T07S R09E,2018,21.950833333333335
T07S R09E,2019,28.435333333333332
T07S R09E,2020,23.599166666666665
T07S R09E,2021,23.610000000000003
T07S R10E,2014,17.82
T07S R10E,2015,19.32
T07S R10E,2016,15.126249999999999
T07S R10E,2017,11.518333333333333
T07S R10E,2018,15.46
T07S R10E,2019,12.714999999999998
T07S R10E,2020,15.206
T07S R10E,2021,14.787
T07S R11E,2014,31.125
T07S R11E,2015,47.09007692307693
T07S R11E,2016,45.7611
T07S R11E,2017,42.07
T07S R11E,2018,51.12
T07S R11E,2019,39.99818181818182
T07S R11E,2020,41.806
T07S R11E,2021,48.04888888888889
T07S R12E,2014,63.166666666666664
T07S R12E,2015,63.051500000000004
T07S R12E,2016,69.80171428571428
T07S R12E,2017,55.51428571428572
T07S R12E,2018,63.21375
T07S R12E,2019,60.551249999999996
T07S R12E,2020,63.07285714285714
T07S R12E,2021,66.41285714285713
T07S R13E,2014,89.595
T07S R13E,2015,76.73675
T07S R13E,2016,77.68835714285714
T07S R13E,2017,69.03999999999999
T07S R13E,2018,71.88642857142857
T07S R13E,2019,76.02733333333335
T07S R13E,2020,84.08714285714287
T07S R13E,2021,81.72600000000001
T07S R14E,2014,103.69454545454546
T07S R14E,2015,83.88034999999999
T07S R14E,2016,90.10013636363637
T07S R14E,2017,88.77619047619048
T07S R14E,2018,89.25761904761904
T07S R14E,2019,93.11111111111111
T07S R14E,2020,94.92318181818182
T07S R14E,2021,100.98888888888888
T07S R15E,2014,156.44
T07S R15E,2015,127.26866666666666
T07S R15E,2016,109.88533333333334
T07S R15E,2017,123.06666666666666
T07S R15E,2018,100.3
T07S R15E,2019,95.018
T07S R15E,2020,93.12
T07S R15E,2021,93.63
T07S R16E,2014,199.7
T07S R16E,2015,205.80166666666665
T07S R16E,2016,241.33333333333334
T07S R16E,2017,189.9
T07S R16E,2018,232.63333333333333
T07S R16E,2019,236.76333333333332
T07S R16E,2020,209.25
T07S R16E,2021,250.66
T08N R08E,2014,88.925
T08N R08E,2015,92.38
T08N R08E,2016,92.36
T08N R08E,2017,89.9
T08N R08E,2018,101.05
T08N R08E,2019,91.325
T08N R08E,2020,92.25
T08N R08E,2021,7.5
T08S R07E,2014,24.076
T08S R07E,2015,24.711111111111112
T08S R07E,2016,18.15375
T08S R07E,2017,24.433333333333334
T08S R07E,2018,28.26
T08S R07E,2019,32.72083333333333
T08S R07E,2020,32.174166666666665
T08S R07E,2021,44.16875
T08S R08E,2014,26.927999999999997
T08S R08E,2015,28.357142857142858
T08S R08E,2016,31.67866666666667
T08S R08E,2017,36.58
T08S R08E,2018,41.16263157894737
T08S R08E,2019,40.336190476190474
T08S R08E,2020,37.55095238095238
T08S R08E,2021,42.57285714285714
T08S R09E,2014,15.085714285714285
T08S R09E,2015,15.780000000000001
T08S R09E,2016,24.6375
T08S R09E,2017,22.822
T08S R09E,2018,21.46181818181818
T08S R09E,2019,23.154
T08S R09E,2020,31.79
T08S R09E,2021,45.010625
T08S R10E,2014,5.071428571428571
T08S R10E,2015,9.5
T08S R10E,2016,9.616666666666667
T08S R10E,2017,7.358333333333333
T08S R10E,2018,8.878571428571428
T08S R10E,2019,9.0625
T08S R10E,2020,27.119999999999997
T08S R10E,2021,41.03
T08S R11E,2014,35.05714285714286
T08S R11E,2015,38.699999999999996
T08S R11E,2016,37.86
T08S R11E,2017,27.26
T08S R11E,2018,32.739999999999995
T08S R11E,2019,25.383333333333336
T08S R11E,2020,22.900000000000002
T08S R11E,2021,30.737777777777776
T08S R12E,2014,40.973333333333336
T08S R12E,2015,43.355555555555554
T08S R12E,2016,41.17
T08S R12E,2017,28.869999999999997
T08S R12E,2018,29.10909090909091
T08S R12E,2019,26.69090909090909
T08S R12E,2020,45.28333333333333
T08S R12E,2021,32.06777777777778
T08S R13E,2014,71.36333333333333
T08S R13E,2015,61.50030769230769
T08S R13E,2016,69.56
T08S R13E,2017,54.73529411764706
T08S R13E,2018,57.65833333333333
T08S R13E,2019,48.37692307692308
T08S R13E,2020,72.37888888888888
T08S R13E,2021,54.1575
T08S R14E,2014,104.26526315789474
T08S R14E,2015,104.2568125
T08S R14E,2016,113.98673333333333
T08S R14E,2017,106.83999999999999
T08S R14E,2018,99.55333333333333
T08S R14E,2019,100.42142857142858
T08S R14E,2020,104.50833333333333
T08S R14E,2021,115.03241666666668
T08S R15E,2014,182.35384615384615
T08S R15E,2015,170.301
T08S R15E,2016,165.97855555555554
T08S R15E,2017,164.61111111111111
T08S R15E,2018,190.699
T08S R15E,2019,182.25923076923075
T08S R15E,2020,169.262
T08S R15E,2021,175.9925
T08S R16E,2014,247.41666666666666
T08S R16E,2015,228.375
T08S R16E,2016,250.0
T08S R16E,2017,214.32
T08S R16E,2018,263.7575
T08S R16E,2019,229.09857142857143
T08S R16E,2020,252.362
T08S R16E,2021,250.66
T08S R17E,2014,287.59999999999997
T08S R17E,2015,122.0
T08S R17E,2016,269.14
T08S R17E,2017,129.5
T08S R17E,2018,267.392
T08S R17E,2019,165.4
T08S R17E,2020,263.77750000000003
T08S R17E,2021,295.5325
T08S R18E,2014,274.75
T08S R18E,2015,78.0
T08S R18E,2016,176.76666666666665
T08S R18E,2017,105.4
T08S R18E,2018,177.28333333333333
T08S R18E,2019,153.2
T08S R18E,2020,188.66666666666666
T08S R18E,2021,185.03333333333333
T09S R08E,2014,48.8
T09S R08E,2015,63.038333333333334
T09S R08E,2016,71.421
T09S R08E,2017,77.0845
T09S R08E,2018,66.42608695652174
T09S R08E,2019,69.83571428571429
T09S R08E,2020,52.386
T09S R08E,2021,54.71111111111111
T09S R09E,2014,39.88666666666666
T09S R09E,2015,24.944444444444443
T09S R09E,2016,44.2337037037037
T09S R09E,2017,50.31
T09S R09E,2018,44.6346875
T09S R09E,2019,47.86482758620689
T09S R09E,2020,38.465555555555554
T09S R09E,2021,46.385000000000005
T09S R10E,2014,35.71272727272727
T09S R10E,2015,15.792
T09S R10E,2016,21.486666666666668
T09S R10E,2017,17.5
T09S R10E,2018,9.516666666666667
T09S R10E,2019,12.700000000000001
T09S R10E,2020,24.318749999999998
T09S R10E,2021,40.888888888888886
T09S R11E,2014,34.81428571428572
T09S R11E,2015,26.842857142857138
T09S R11E,2016,23.244444444444444
T09S R11E,2017,21.887500000000003
T09S R11E,2018,19.05
T09S R11E,2019,19.740000000000002
T09S R11E,2020,9.157142857142857
T09S R11E,2021,21.6725
T09S R12E,2014,29.022727272727273
T09S R12E,2015,21.794999999999998
T09S R12E,2016,25.880000000000003
T09S R12E,2017,13.739166666666668
T09S R12E,2018,16.094615384615388
T09S R12E,2019,25.434
T09S R12E,2020,14.48
T09S R12E,2021,37.75
T09S R13E,2014,55.44642857142857
T09S R13E,2015,52.94411764705882
T09S R13E,2016,66.80714285714286
T09S R13E,2017,41.84529411764706
T09S R13E,2018,49.8
T09S R13E,2019,48.78857142857142
T09S R13E,2020,85.80166666666666
T09S R13E,2021,71.73714285714286
T09S R14E,2014,103.06818181818181
T09S R14E,2015,96.625
T09S R14E,2016,121.77499999999999
T09S R14E,2017,116.995
T09S R14E,2018,137.76250000000002
T09S R14E,2019,112.98846153846154
T09S R14E,2020,136.85727272727274
T09S R14E,2021,155.097375
T09S R15E,2014,184.61153846153846
T09S R15E,2015,167.16
T09S R15E,2016,185.3309090909091
T09S R15E,2017,187.74416666666664
T09S R15E,2018,191.215
T09S R15E,2019,184.76384615384615
T09S R15E,2020,208.1985714285714
T09S R15E,2021,217.0589
T09S R16E,2014,231.54117647058823
T09S R16E,2015,235.3
T09S R16E,2016,280.4533333333333
T09S R16E,2017,263.3333333333333
T09S R16E,2018,288.0725
T09S R16E,2019,269.4816666666666
T09S R16E,2020,285.73727272727274
T09S R16E,2021,299.9414285714286
T09S R17E,2014,271.7
T09S R17E,2015,120.375
T09S R17E,2016,282.68888888888887
T09S R17E,2017,239.717
T09S R17E,2018,273.8588888888889
T09S R17E,2019,230.06727272727275
T09S R17E,2020,262.4016666666667
T09S R17E,2021,308.486
T09S R18E,2014,177.1
T09S R18E,2015,170.5
T09S R18E,2016,246.2375
T09S R18E,2017,220.7125
T09S R18E,2018,237.52142857142857
T09S R18E,2019,217.15
T09S R18E,2020,237.42857142857142
T09S R18E,2021,233.51666666666665
T10N R18W,2014,553.5
T10N R18W,2015,553.5
T10N R18W,2016,555.0
T10N R18W,2017,136.83333333333334
T10N R18W,2018,140.0
T10N R18W,2019,149.29999999999998
T10N R18W,2020,149.70000000000002
T10N R18W,2021,146.9
T10N R19W,2014,548.0
T10N R19W,2015,583.1666666666666
T10N R19W,2016,526.4399999999999
T10N R19W,2017,460.1555555555555
T10N R19W,2018,451.0444444444445
T10N R19W,2019,429.6425
T10N R19W,2020,386.77142857142854
T10N R19W,2021,387.0285714285714
T10N R20W,2014,438.0
T10N R20W,2015,483.75
T10N R20W,2016,470.5
T10N R20W,2017,520.3333333333334
T10N R20W,2018,545.14
T10N R20W,2019,553.528
T10N R20W,2020,533.3399999999999
T10N R20W,2021,569.52
T10N R21W,2014,418.5
T10N R21W,2015,395.75
T10N R21W,2016,459.3
T10N R21W,2017,483.65000000000003
T10N R21W,2018,446.15
T10N R21W,2019,441.45
T10N R21W,2020,404.8
T10N R21W,2021,435.2
T10N R22W,2014,394.73333333333335
T10N R22W,2015,404.90000000000003
T10N R22W,2016,446.8
T10N R22W,2017,418.8333333333333
T10N R22W,2018,434.3666666666666
T10N R22W,2019,434.1666666666667
T10N R22W,2020,409.6666666666667
T10N R22W,2021,446.3333333333333
T10N R23W,2014,327.2
T10N R23W,2015,275.1
T10N R23W,2016,275.8
T10N R23W,2017,274.3
T10N R23W,2018,273.7
T10N R23W,2019,273.8
T10N R23W,2020,273.8
T10N R23W,2021,280.5
T10S R08E,2014,66.13333333333334
T10S R08E,2015,75.39999999999999
T10S R08E,2016,82.57142857142857
T10S R08E,2017,78.2429411764706
T10S R08E,2018,65.58421052631579
T10S R08E,2019,67.68
T10S R08E,2020,50.103529411764704
T10S R08E,2021,55.76470588235294
T10S R09E,2014,50.770476190476195
T10S R09E,2015,37.495652173913044
T10S R09E,2016,71.9227027027027
T10S R09E,2017,61.12307692307692
T10S R09E,2018,58.20214285714286
T10S R09E,2019,55.090384615384615
T10S R09E,2020,40.554242424242425
T10S R09E,2021,39.794000000000004
T10S R10E,2014,50.58690476190476
T10S R10E,2015,61.78772727272727
T10S R10E,2016,63.28725000000001
T10S R10E,2017,56.64454545454546
T10S R10E,2018,56.7746
T10S R10E,2019,53.561977777777784
T10S R10E,2020,51.63578723404255
T10S R10E,2021,58.37674074074074
T10S R11E,2014,13.947058823529412
T10S R11E,2015,13.354545454545455
T10S R11E,2016,20.450769230769232
T10S R11E,2017,12.946666666666667
T10S R11E,2018,18.814615384615387
T10S R11E,2019,19.124615384615385
T10S R11E,2020,11.697142857142856
T10S R11E,2021,12.715
T10S R12E,2014,22.793333333333337
T10S R12E,2015,24.24946153846154
T10S R12E,2016,8.866
T10S R12E,2017,6.116666666666667
T10S R12E,2018,7.004545454545454
T10S R12E,2019,14.115454545454543
T10S R12E,2020,6.672
T10S R12E,2021,21.704285714285714
T10S R13E,2014,28.937553956834535
T10S R13E,2015,28.056717557251908
T10S R13E,2016,29.56963768115942
T10S R13E,2017,12.600559440559442
T10S R13E,2018,12.212255639097744
T10S R13E,2019,12.23851851851852
T10S R13E,2020,14.857183098591548
T10S R13E,2021,42.940999999999995
T10S R14E,2014,125.60769230769232
T10S R14E,2015,121.89999999999999
T10S R14E,2016,135.51000000000002
T10S R14E,2017,129.83117647058825
T10S R14E,2018,124.98214285714286
T10S R14E,2019,95.24562499999999
T10S R14E,2020,134.01214285714286
T10S R14E,2021,119.48333333333333
T10S R15E,2014,173.0
T10S R15E,2015,157.0
T10S R15E,2016,173.3273333333333
T10S R15E,2017,177.03857142857143
T10S R15E,2018,167.94125
T10S R15E,2019,160.14375
T10S R15E,2020,161.3384210526316
T10S R15E,2021,173.77
T10S R16E,2014,208.84499999999997
T10S R16E,2015,193.65714285714284
T10S R16E,2016,264.9769230769231
T10S R16E,2017,259.25454545454545
T10S R16E,2018,257.1753846153846
T10S R16E,2019,257.534
T10S R16E,2020,262.4371428571429
T10S R16E,2021,275.53333333333336
T10S R17E,2014,239.1818181818182
T10S R17E,2015,238.0
T10S R17E,2016,296.85999999999996
T10S R17E,2017,280.61764705882354
T10S R17E,2018,274.4978571428572
T10S R17E,2019,274.88222222222225
T10S R17E,2020,266.34
T10S R17E,2021,297.73400000000004
T10S R18E,2014,165.5
T10S R18E,2015,186.75
T10S R18E,2016,274.6666666666667
T10S R18E,2017,273.28333333333336
T10S R18E,2018,271.99545454545455
T10S R18E,2019,272.40833333333336
T10S R18E,2020,266.566
T10S R18E,2021,277.99583333333334
T10S R19E,2014,59.225
T10S R19E,2015,155.38
T10S R19E,2016,202.28000000000003
T10S R19E,2017,234.86125
T10S R19E,2018,255.17142857142855
T10S R19E,2019,214.79999999999998
T10S R19E,2020,312.8075
T10S R19E,2021,302.5575
T10S R20E,2014,11.95
T10S R20E,2015,28.2
T10S R20E,2016,62.166666666666664
T10S R20E,2017,9.0
T10S R20E,2018,11.5
T10S R20E,2019,59.333333333333336
T10S R20E,2020,285.89
T10S R20E,2021,163.315
T10S R21E,2014,16.9
T10S R21E,2015,29.7
T10S R21E,2016,17.5
T10S R21E,2017,7.5
T10S R21E,2018,11.5
T10S R21E,2019,8.0
T10S R21E,2020,267.65
T10S R21E,2021,27.3
T11N R17W,2014,447.6333333333334
T11N R17W,2015,469.7
T11N R17W,2016,510.7
T11N R17W,2017,379.40500000000003
T11N R17W,2018,431.3
T11N R17W,2019,432.29999999999995
T11N R17W,2020,397.85
T11N R17W,2021,373.73333333333335
T11N R18W,2014,477.475
T11N R18W,2015,487.5
T11N R18W,2016,482.1333333333334
T11N R18W,2017,457.91
T11N R18W,2018,432.2916666666667
T11N R18W,2019,446.7307692307692
T11N R18W,2020,450.0444444444445
T11N R18W,2021,414.8166666666666
T11N R19W,2014,474.0153846153846
T11N R19W,2015,476.8607142857143
T11N R19W,2016,476.60869565217394
T11N R19W,2017,527.8405405405405
T11N R19W,2018,513.6974358974359
T11N R19W,2019,513.7122222222222
T11N R19W,2020,517.4088235294118
T11N R19W,2021,510.97058823529414
T11N R20W,2014,344.0642857142857
T11N R20W,2015,368.3230769230769
T11N R20W,2016,331.73
T11N R20W,2017,430.6941176470588
T11N R20W,2018,442.96
T11N R20W,2019,441.8314285714286
T11N R20W,2020,427.1875
T11N R20W,2021,464.725
T11N R21W,2014,294.78000000000003
T11N R21W,2015,324.96
T11N R21W,2016,385.45
T11N R21W,2017,342.9555555555556
T11N R21W,2018,315.22727272727275
T11N R21W,2019,335.5692307692307
T11N R21W,2020,312.01666666666665
T11N R21W,2021,352.40000000000003
T11N R22W,2014,342.05
T11N R22W,2015,353.6666666666667
T11N R22W,2016,409.52
T11N R22W,2017,380.9666666666667
T11N R22W,2018,385.12
T11N R22W,2019,375.38
T11N R22W,2020,366.18
T11N R22W,2021,388.775
T11N R23W,2014,212.975
T11N R23W,2015,192.275
T11N R23W,2016,192.83333333333334
T11N R23W,2017,194.53333333333333
T11N R23W,2018,195.5666666666667
T11N R23W,2019,209.5
T11N R23W,2020,201.4333333333333
T11N R23W,2021,237.5
T11N R24W,2014,307.8233333333333
T11N R24W,2015,171.925
T11N R24W,2016,337.6066666666666
T11N R24W,2017,340.56
T11N R24W,2018,341.43666666666667
T11N R24W,2019,381.084
T11N R24W,2020,165.25
T11N R24W,2021,194.5
T11S R09E,2014,92.64000000000001
T11S R09E,2015,92.78
T11S R09E,2016,104.8921052631579
T11S R09E,2017,113.2275
T11S R09E,2018,105.99833333333333
T11S R09E,2019,69.28999999999999
T11S R09E,2020,98.13000000000001
T11S R09E,2021,107.06666666666666
T11S R10E,2014,77.07727272727273
T11S R10E,2015,99.5812
T11S R10E,2016,85.273
T11S R10E,2017,64.32235294117648
T11S R10E,2018,71.60521739130435
T11S R10E,2019,60.29415789473684
T11S R10E,2020,58.8246
T11S R10E,2021,82.41578947368421
T11S R11E,2014,51.48866666666666
T11S R11E,2015,54.862500000000004
T11S R11E,2016,65.37083333333334
T11S R11E,2017,99.0221052631579
T11S R11E,2018,111.40846153846154
T11S R11E,2019,109.96115384615383
T11S R11E,2020,106.08913043478262
T11S R11E,2021,94.42444444444445
T11S R12E,2014,25.013308270676692
T11S R12E,2015,26.355076923076922
T11S R12E,2016,94.37818181818183
T11S R12E,2017,35.74928571428571
T11S R12E,2018,59.488
T11S R12E,2019,58.385217391304344
T11S R12E,2020,62.54380952380953
T11S R12E,2021,66.87333333333333
T11S R13E,2014,24.711180555555554
T11S R13E,2015,26.374620689655174
T11S R13E,2016,32.13131578947368
T11S R13E,2017,10.499567901234569
T11S R13E,2018,21.26111111111111
T11S R13E,2019,17.529166666666665
T11S R13E,2020,13.564782608695653
T11S R13E,2021,30.34166666666667
T11S R14E,2014,46.618048780487804
T11S R14E,2015,36.46125
T11S R14E,2016,42.67307692307692
T11S R14E,2017,54.777499999999996
T11S R14E,2018,43.71756756756756
T11S R14E,2019,78.9204761904762
T11S R14E,2020,48.28421052631579
T11S R14E,2021,85.66583333333334
T11S R15E,2014,162.95000000000002
T11S R15E,2015,102.9125
T11S R15E,2016,195.08714285714285
T11S R15E,2017,144.68153846153845
T11S R15E,2018,190.77333333333334
T11S R15E,2019,177.0246153846154
T11S R15E,2020,165.73625
T11S R15E,2021,179.89
T11S R16E,2014,172.13750000000002
T11S R16E,2015,150.05
T11S R16E,2016,215.8923076923077
T11S R16E,2017,214.335
T11S R16E,2018,201.565
T11S R16E,2019,200.11947368421053
T11S R16E,2020,231.7441666666667
T11S R16E,2021,233.68833333333336
T11S R17E,2014,181.52666666666667
T11S R17E,2015,182.1
T11S R17E,2016,206.18421052631578
T11S R17E,2017,207.97947368421055
T11S R17E,2018,192.0
T11S R17E,2019,205.9105263157895
T11S R17E,2020,199.94875
T11S R17E,2021,222.28266666666664
T11S R18E,2014,169.28
T11S R18E,2015,174.86666666666667
T11S R18E,2016,199.70909090909092
T11S R18E,2017,222.074375
T11S R18E,2018,224.70083333333332
T11S R18E,2019,215.67857142857142
T11S R18E,2020,228.46599999999998
T11S R18E,2021,253.72333333333333
T11S R19E,2014,182.0111111111111
T11S R19E,2015,155.57999999999998
T11S R19E,2016,232.05
T11S R19E,2017,214.2809090909091
T11S R19E,2018,271.252
T11S R19E,2019,279.05
T11S R19E,2020,246.948
T11S R19E,2021,304.16285714285715
T11S R20E,2014,142.75714285714284
T11S R20E,2015,191.6769230769231
T11S R20E,2016,170.87
T11S R20E,2017,180.62
T11S R20E,2018,195.3511111111111
T11S R20E,2019,204.3
T11S R20E,2020,242.52666666666664
T11S R20E,2021,239.18199999999996
T11S R21E,2014,52.166666666666664
T11S R21E,2015,65.73333333333333
T11S R21E,2016,47.666666666666664
T11S R21E,2017,73.3
T11S R21E,2018,63.333333333333336
T11S R21E,2019,62.333333333333336
T11S R21E,2020,172.85
T11S R21E,2021,48.35
T11S R22E,2014,14.2
T11S R22E,2015,24.366666666666664
T11S R22E,2016,20.166666666666668
T11S R22E,2017,13.833333333333334
T11S R22E,2018,10.833333333333334
T11S R22E,2019,14.5
T11S R22E,2020,29.1
T11S R22E,2021,24.75
T11S R23E,2014,6.0
T11S R23E,2015,7.3
T11S R23E,2016,6.0
T11S R23E,2017,2.0
T11S R23E,2018,1.0
T11S R23E,2019,0.5
T11S R23E,2020,30.75
T11S R23E,2021,24.75
T12N R17W,2014,380.95000000000005
T12N R17W,2015,415.55
T12N R17W,2016,475.55
T12N R17W,2017,514.5
T12N R17W,2018,444.4
T12N R17W,2019,446.35
T12N R17W,2020,444.45000000000005
T12N R17W,2021,482.55
T12N R18W,2014,378.725
T12N R18W,2015,407.38
T12N R18W,2016,430.78000000000003
T12N R18W,2017,458.375
T12N R18W,2018,450.4
T12N R18W,2019,433.375
T12N R18W,2020,440.9666666666667
T12N R18W,2021,423.3666666666666
T12N R19W,2014,403.46999999999997
T12N R19W,2015,401.77
T12N R19W,2016,415.3375
T12N R19W,2017,404.9857142857143
T12N R19W,2018,478.9222222222222
T12N R19W,2019,439.72499999999997
T12N R19W,2020,446.075
T12N R19W,2021,411.925
T12N R20W,2014,240.16666666666666
T12N R20W,2015,215.9818181818182
T12N R20W,2016,221.48000000000002
T12N R20W,2017,261.12
T12N R20W,2018,215.54000000000002
T12N R20W,2019,234.1818181818182
T12N R20W,2020,254.0125
T12N R20W,2021,288.85
T12N R21W,2014,201.76666666666668
T12N R21W,2015,239.61111111111111
T12N R21W,2016,300.96250000000003
T12N R21W,2017,225.44
T12N R21W,2018,218.8909090909091
T12N R21W,2019,268.3307692307692
T12N R21W,2020,257.45454545454544
T12N R21W,2021,275.0142857142857
T12N R22W,2014,247.3857142857143
T12N R22W,2015,253.01428571428573
T12N R22W,2016,255.74
T12N R22W,2017,264.0625
T12N R22W,2018,229.53333333333333
T12N R22W,2019,236.1
T12N R22W,2020,249.85
T12N R22W,2021,315.23333333333335
T12N R23W,2014,212.975
T12N R23W,2015,192.275
T12N R23W,2016,192.83333333333334
T12N R23W,2017,194.53333333333333
T12N R23W,2018,195.5666666666667
T12N R23W,2019,209.5
T12N R23W,2020,201.4333333333333
T12N R23W,2021,237.5
T12N R24W,2014,307.8233333333333
T12N R24W,2015,171.925
T12N R24W,2016,295.505
T12N R24W,2017,340.56
T12N R24W,2018,341.43666666666667
T12N R24W,2019,381.084
T12N R24W,2020,145.8
T12N R24W,2021,194.5
T12S R09E,2014,138.65
T12S R09E,2015,114.54
T12S R09E,2016,222.6
T12S R09E,2017,210.9
T12S R09E,2018,201.0
T12S R09E,2019,100.25999999999999
T12S R09E,2020,172.9
T12S R09E,2021,121.49000000000001
T12S R10E,2014,82.65
T12S R10E,2015,80.55000000000001
T12S R10E,2016,114.19999999999999
T12S R10E,2017,127.0075
T12S R10E,2018,130.466
T12S R10E,2019,80.29333333333334
T12S R10E,2020,116.905
T12S R10E,2021,60.7
T12S R11E,2014,108.76625
T12S R11E,2015,106.88
T12S R11E,2016,165.7135294117647
T12S R11E,2017,171.7731818181818
T12S R11E,2018,146.58102564102563
T12S R11E,2019,141.71214285714285
T12S R11E,2020,146.7756666666667
T12S R11E,2021,163.2216666666667
T12S R12E,2014,98.94823076923078
T12S R12E,2015,132.8226111111111
T12S R12E,2016,145.20166666666668
T12S R12E,2017,117.2405
T12S R12E,2018,99.24909090909091
T12S R12E,2019,96.1653125
T12S R12E,2020,97.97709677419354
T12S R12E,2021,134.36714285714285
T12S R13E,2014,51.05975
T12S R13E,2015,72.88891666666667
T12S R13E,2016,55.86388888888889
T12S R13E,2017,54.60372222222222
T12S R13E,2018,49.042095238095236
T12S R13E,2019,47.88814285714285
T12S R13E,2020,36.607894736842105
T12S R13E,2021,75.3765
T12S R14E,2014,48.397777777777776
T12S R14E,2015,39.781875
T12S R14E,2016,32.63481481481482
T12S R14E,2017,40.42791666666667
T12S R14E,2018,48.148
T12S R14E,2019,38.559444444444445
T12S R14E,2020,36.670625
T12S R14E,2021,75.60285714285715
T12S R15E,2014,104.27466666666668
T12S R15E,2015,76.38058823529411
T12S R15E,2016,79.50399999999999
T12S R15E,2017,98.27588235294118
T12S R15E,2018,110.71125
T12S R15E,2019,124.00399999999999
T12S R15E,2020,113.2925
T12S R15E,2021,112.85875
T12S R16E,2014,139.74666666666664
T12S R16E,2015,144.36666666666667
T12S R16E,2016,177.24615384615385
T12S R16E,2017,162.2575
